file_committee_abbrev,committee_name,committee_code,subcommittee_name,subcommittee_code,member_first,member_last,state,party,position,majority_party,source_file,full_name,committee_name_hierarchy,subcommittee_name_hierarchy,level
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Gary C.,Peters,MI,D,Ranking,R,committee_memberships_SSGA.xml,Gary C. Peters,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Rick,Scott,FL,R,Member,R,committee_memberships_SSGA.xml,Rick Scott,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSGA,Committee on Homeland Security and Governmental Affairs,SSGA00,,MAIN,Elissa,Slotkin,MI,D,Member,R,committee_memberships_SSGA.xml,Elissa Slotkin,Committee on Homeland Security and Governmental Affairs,Main Committee,Main Committee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Angela D.,Alsobrooks,MD,D,Member,R,committee_memberships_SSHR.xml,Angela D. Alsobrooks,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Jim,Banks,IN,R,Member,R,committee_memberships_SSHR.xml,Jim Banks,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Lisa,Blunt Rochester,DE,D,Ranking,R,committee_memberships_SSHR.xml,Lisa Blunt Rochester,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Bill,Cassidy,LA,R,Ex Officio,R,committee_memberships_SSHR.xml,Bill Cassidy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Jon,Husted,OH,R,Member,R,committee_memberships_SSHR.xml,Jon Husted,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Tim,Kaine,VA,D,Member,R,committee_memberships_SSHR.xml,Tim Kaine,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Andy,Kim,NJ,D,Member,R,committee_memberships_SSHR.xml,Andy Kim,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Edward J.,Markey,MA,D,Member,R,committee_memberships_SSHR.xml,Edward J. Markey,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Ashley,Moody,FL,R,Member,R,committee_memberships_SSHR.xml,Ashley Moody,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Lisa,Murkowski,AK,R,Member,R,committee_memberships_SSHR.xml,Lisa Murkowski,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Patty,Murray,WA,D,Member,R,committee_memberships_SSHR.xml,Patty Murray,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Rand,Paul,KY,R,Member,R,committee_memberships_SSHR.xml,Rand Paul,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Bernard,Sanders,VT,D,Ex Officio,R,committee_memberships_SSHR.xml,Bernard Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Tim,Scott,SC,R,Member,R,committee_memberships_SSHR.xml,Tim Scott,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Education and the American Family,SSHR09,Tommy,Tuberville,AL,R,Chairman,R,committee_memberships_SSHR.xml,Tommy Tuberville,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Angela D.,Alsobrooks,MD,D,Member,R,committee_memberships_SSHR.xml,Angela D. Alsobrooks,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Tammy,Baldwin,WI,D,Member,R,committee_memberships_SSHR.xml,Tammy Baldwin,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Jim,Banks,IN,R,Member,R,committee_memberships_SSHR.xml,Jim Banks,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Bill,Cassidy,LA,R,Ex Officio,R,committee_memberships_SSHR.xml,Bill Cassidy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Margaret Wood,Hassan,NH,D,Member,R,committee_memberships_SSHR.xml,Margaret Wood Hassan,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Josh,Hawley,MO,R,Member,R,committee_memberships_SSHR.xml,Josh Hawley,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,John W.,Hickenlooper,CO,D,Ranking,R,committee_memberships_SSHR.xml,John W. Hickenlooper,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Jon,Husted,OH,R,Member,R,committee_memberships_SSHR.xml,Jon Husted,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Tim,Kaine,VA,D,Member,R,committee_memberships_SSHR.xml,Tim Kaine,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Roger,Marshall,KS,R,Member,R,committee_memberships_SSHR.xml,Roger Marshall,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Markwayne,Mullin,OK,R,Chairman,R,committee_memberships_SSHR.xml,Markwayne Mullin,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Christopher,Murphy,CT,D,Member,R,committee_memberships_SSHR.xml,Christopher Murphy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Bernard,Sanders,VT,D,Ex Officio,R,committee_memberships_SSHR.xml,Bernard Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Tim,Scott,SC,R,Member,R,committee_memberships_SSHR.xml,Tim Scott,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Employment and Workplace Safety,SSHR11,Tommy,Tuberville,AL,R,Member,R,committee_memberships_SSHR.xml,Tommy Tuberville,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Tammy,Baldwin,WI,D,Member,R,committee_memberships_SSHR.xml,Tammy Baldwin,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Jim,Banks,IN,R,Member,R,committee_memberships_SSHR.xml,Jim Banks,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Lisa,Blunt Rochester,DE,D,Member,R,committee_memberships_SSHR.xml,Lisa Blunt Rochester,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Bill,Cassidy,LA,R,Ex Officio,R,committee_memberships_SSHR.xml,Bill Cassidy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Susan M.,Collins,ME,R,Member,R,committee_memberships_SSHR.xml,Susan M. Collins,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Margaret Wood,Hassan,NH,D,Member,R,committee_memberships_SSHR.xml,Margaret Wood Hassan,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Josh,Hawley,MO,R,Member,R,committee_memberships_SSHR.xml,Josh Hawley,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,John W.,Hickenlooper,CO,D,Member,R,committee_memberships_SSHR.xml,John W. Hickenlooper,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Jon,Husted,OH,R,Member,R,committee_memberships_SSHR.xml,Jon Husted,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Andy,Kim,NJ,D,Member,R,committee_memberships_SSHR.xml,Andy Kim,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Edward J.,Markey,MA,D,Ranking,R,committee_memberships_SSHR.xml,Edward J. Markey,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Roger,Marshall,KS,R,Chairman,R,committee_memberships_SSHR.xml,Roger Marshall,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Ashley,Moody,FL,R,Member,R,committee_memberships_SSHR.xml,Ashley Moody,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Markwayne,Mullin,OK,R,Member,R,committee_memberships_SSHR.xml,Markwayne Mullin,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Lisa,Murkowski,AK,R,Member,R,committee_memberships_SSHR.xml,Lisa Murkowski,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
SSHR,"Committee on Health, Education, Labor, and Pensions",SSHR00,Subcommittee on Primary Health and Retirement Security,SSHR12,Christopher,Murphy,CT,D,Member,R,committee_memberships_SSHR.xml,Christopher Murphy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,Subcommittee
